,age,gender,profile,tenure,TV,movies,Vouchers,calling,Total_charges,Billing,Loyalty
5577,18.0,0.0,3.0,6.0,27.0,3.0,77.0,3.0,1800.0,0.0,62.5
6353,18.0,0.0,3.0,22.0,0.0,18.0,99.0,27.0,5850.0,1.0,91.5
83339,51.0,1.0,1.0,18.0,36.0,18.0,77.0,21.0,450.0,0.0,78.5
57688,39.0,0.0,2.0,26.0,9.0,48.0,66.0,33.0,4500.0,1.0,94.5
102187,57.0,1.0,2.0,14.0,9.0,39.0,77.0,39.0,1800.0,1.0,79.5
74858,51.0,0.0,2.0,14.0,9.0,30.0,33.0,30.0,6750.0,1.0,94.5
9150,18.0,1.0,0.0,14.0,42.0,27.0,22.0,42.0,1350.0,1.0,85.5
65490,39.0,1.0,2.0,10.0,27.0,30.0,99.0,27.0,5850.0,1.0,93.5
86918,51.0,1.0,3.0,26.0,18.0,3.0,77.0,9.0,4500.0,1.0,81.5
98326,57.0,1.0,0.0,10.0,6.0,27.0,66.0,24.0,1350.0,0.0,72.5
89014,57.0,0.0,0.0,2.0,3.0,18.0,11.0,6.0,3600.0,1.0,64.0
45377,33.0,1.0,1.0,2.0,6.0,21.0,22.0,39.0,5850.0,1.0,74.0
579,18.0,0.0,0.0,6.0,18.0,9.0,99.0,39.0,0.0,1.0,69.5
96351,57.0,0.0,4.0,14.0,12.0,45.0,22.0,18.0,4950.0,0.0,90.5
70481,51.0,0.0,0.0,2.0,18.0,27.0,55.0,30.0,4500.0,1.0,80.0
28512,21.0,1.0,1.0,2.0,21.0,3.0,33.0,3.0,4050.0,0.0,64.0
81832,51.0,1.0,0.0,26.0,39.0,45.0,11.0,39.0,3600.0,1.0,100.5
58399,39.0,0.0,3.0,10.0,9.0,3.0,0.0,21.0,4950.0,1.0,77.5
92006,57.0,0.0,1.0,18.0,9.0,3.0,88.0,18.0,1800.0,0.0,69.5
75575,51.0,0.0,2.0,22.0,39.0,27.0,66.0,6.0,2700.0,0.0,90.5
67917,39.0,1.0,3.0,22.0,12.0,30.0,66.0,6.0,3600.0,1.0,84.5
87029,51.0,1.0,3.0,26.0,42.0,36.0,11.0,12.0,5400.0,0.0,90.5
35929,33.0,0.0,0.0,6.0,21.0,42.0,99.0,48.0,6300.0,1.0,90.5
67547,39.0,1.0,3.0,14.0,45.0,21.0,88.0,6.0,4950.0,0.0,87.5
92151,57.0,0.0,1.0,18.0,48.0,39.0,66.0,30.0,4950.0,1.0,100.5
18954,21.0,0.0,0.0,22.0,0.0,48.0,0.0,6.0,1350.0,0.0,69.5
26047,21.0,0.0,4.0,18.0,15.0,6.0,0.0,36.0,4050.0,1.0,91.5
106408,57.0,1.0,4.0,10.0,9.0,15.0,99.0,3.0,5400.0,1.0,74.5
84154,51.0,1.0,2.0,6.0,21.0,18.0,11.0,12.0,6300.0,1.0,77.5
78682,51.0,0.0,4.0,14.0,18.0,36.0,55.0,24.0,3150.0,0.0,97.5
99867,57.0,1.0,0.0,26.0,36.0,45.0,0.0,33.0,5850.0,0.0,100.5
102454,57.0,1.0,2.0,18.0,30.0,9.0,0.0,15.0,4050.0,0.0,90.5
7593,18.0,0.0,4.0,14.0,12.0,48.0,11.0,12.0,450.0,1.0,69.5
83106,51.0,1.0,1.0,18.0,3.0,42.0,55.0,33.0,3150.0,0.0,94.5
67386,39.0,1.0,3.0,14.0,33.0,21.0,33.0,30.0,0.0,1.0,82.5
59380,39.0,0.0,3.0,22.0,12.0,42.0,77.0,39.0,4050.0,0.0,94.5
6843,18.0,0.0,3.0,26.0,36.0,39.0,33.0,30.0,5850.0,0.0,100.5
52848,39.0,0.0,0.0,2.0,15.0,33.0,33.0,36.0,2250.0,0.0,80.0
55324,39.0,0.0,1.0,14.0,0.0,3.0,99.0,9.0,3150.0,0.0,78.5
13263,18.0,1.0,2.0,26.0,15.0,9.0,44.0,45.0,4500.0,1.0,91.5
52584,33.0,1.0,4.0,26.0,18.0,12.0,22.0,39.0,4050.0,0.0,91.5
39045,33.0,0.0,2.0,2.0,39.0,0.0,88.0,9.0,1800.0,0.0,52.0
78980,51.0,0.0,4.0,18.0,18.0,6.0,11.0,39.0,0.0,1.0,76.5
45770,33.0,1.0,1.0,6.0,33.0,6.0,88.0,33.0,6750.0,0.0,87.5
91947,57.0,0.0,1.0,14.0,42.0,42.0,44.0,12.0,3150.0,0.0,90.5
51721,33.0,1.0,4.0,14.0,33.0,36.0,0.0,36.0,6300.0,0.0,100.5
44952,33.0,1.0,0.0,22.0,45.0,21.0,11.0,15.0,4500.0,1.0,93.5
49352,33.0,1.0,3.0,10.0,39.0,12.0,44.0,39.0,4050.0,0.0,87.5
7588,18.0,0.0,4.0,14.0,12.0,48.0,0.0,3.0,4950.0,0.0,84.5
22326,21.0,0.0,2.0,22.0,9.0,6.0,66.0,30.0,4050.0,0.0,88.5
63779,39.0,1.0,1.0,10.0,12.0,6.0,22.0,6.0,3150.0,0.0,71.5
17951,21.0,0.0,0.0,10.0,36.0,0.0,44.0,12.0,6300.0,0.0,77.5
48831,33.0,1.0,2.0,26.0,30.0,27.0,33.0,27.0,6750.0,0.0,100.5
85218,51.0,1.0,2.0,26.0,12.0,27.0,99.0,18.0,2700.0,0.0,90.5
38017,33.0,0.0,1.0,10.0,24.0,45.0,22.0,24.0,0.0,0.0,78.5
104787,57.0,1.0,3.0,18.0,3.0,33.0,88.0,0.0,1800.0,0.0,69.5
77016,51.0,0.0,3.0,14.0,21.0,48.0,77.0,18.0,3150.0,0.0,93.5
92680,57.0,0.0,2.0,2.0,45.0,27.0,55.0,36.0,6750.0,1.0,83.0
30101,21.0,1.0,1.0,26.0,33.0,24.0,99.0,27.0,2700.0,1.0,100.5
14478,18.0,1.0,3.0,18.0,12.0,6.0,99.0,42.0,1800.0,1.0,73.5
48186,33.0,1.0,2.0,18.0,9.0,27.0,99.0,48.0,4950.0,0.0,94.5
43786,33.0,0.0,4.0,26.0,39.0,48.0,0.0,30.0,4050.0,0.0,100.5
65184,39.0,1.0,2.0,2.0,33.0,3.0,11.0,27.0,5850.0,0.0,77.0
12347,18.0,1.0,2.0,10.0,48.0,12.0,0.0,9.0,5400.0,0.0,77.5
43788,33.0,0.0,4.0,26.0,39.0,48.0,0.0,48.0,0.0,1.0,85.5
39,18.0,0.0,0.0,2.0,12.0,30.0,11.0,12.0,3600.0,1.0,67.0
5138,18.0,0.0,2.0,26.0,30.0,9.0,55.0,42.0,6300.0,0.0,94.5
34912,21.0,1.0,4.0,18.0,21.0,9.0,99.0,45.0,4500.0,0.0,91.5
62112,39.0,1.0,0.0,6.0,45.0,21.0,77.0,12.0,2700.0,0.0,80.5
99779,57.0,1.0,0.0,26.0,33.0,12.0,88.0,42.0,5850.0,0.0,94.5
10892,18.0,1.0,1.0,14.0,36.0,39.0,44.0,18.0,0.0,0.0,81.5
61519,39.0,0.0,4.0,26.0,12.0,45.0,66.0,36.0,5400.0,0.0,94.5
83811,51.0,1.0,2.0,2.0,3.0,0.0,99.0,15.0,6750.0,0.0,67.0
100218,57.0,1.0,1.0,6.0,24.0,42.0,11.0,15.0,900.0,1.0,74.5
51194,33.0,1.0,4.0,10.0,15.0,36.0,66.0,24.0,3150.0,1.0,90.5
13672,18.0,1.0,3.0,6.0,0.0,24.0,11.0,33.0,2700.0,0.0,87.5
94585,57.0,0.0,3.0,10.0,15.0,27.0,11.0,18.0,4050.0,0.0,86.5
80959,51.0,1.0,0.0,10.0,24.0,6.0,0.0,33.0,6750.0,0.0,87.5
88338,51.0,1.0,4.0,14.0,42.0,24.0,66.0,12.0,4500.0,1.0,90.5
86680,51.0,1.0,3.0,22.0,27.0,0.0,44.0,21.0,1800.0,0.0,75.5
31255,21.0,1.0,2.0,14.0,33.0,18.0,11.0,15.0,4950.0,1.0,93.5
62395,39.0,1.0,0.0,10.0,33.0,18.0,99.0,36.0,5850.0,1.0,90.5
24311,21.0,0.0,3.0,26.0,3.0,39.0,44.0,27.0,4050.0,0.0,94.5
105044,57.0,1.0,3.0,22.0,33.0,15.0,66.0,30.0,450.0,0.0,82.5
25708,21.0,0.0,4.0,14.0,12.0,27.0,77.0,18.0,0.0,0.0,75.5
65889,39.0,1.0,2.0,22.0,3.0,18.0,11.0,0.0,450.0,0.0,66.5
62431,39.0,1.0,0.0,14.0,24.0,27.0,55.0,33.0,900.0,1.0,85.5
80885,51.0,1.0,0.0,6.0,48.0,24.0,33.0,27.0,0.0,0.0,78.5
27712,21.0,1.0,0.0,18.0,9.0,33.0,77.0,45.0,2250.0,1.0,94.5
6733,18.0,0.0,3.0,26.0,15.0,18.0,11.0,21.0,0.0,1.0,75.5
87580,51.0,1.0,4.0,6.0,12.0,48.0,11.0,36.0,2250.0,0.0,87.5
23546,21.0,0.0,3.0,18.0,12.0,0.0,44.0,33.0,1800.0,0.0,73.5
47743,33.0,1.0,2.0,10.0,18.0,42.0,33.0,18.0,2250.0,1.0,86.5
18834,21.0,0.0,0.0,18.0,42.0,21.0,66.0,18.0,4050.0,0.0,93.5
24347,21.0,0.0,3.0,26.0,12.0,24.0,99.0,45.0,6750.0,1.0,94.5
48293,33.0,1.0,2.0,18.0,27.0,12.0,66.0,12.0,3600.0,1.0,84.5
12512,18.0,1.0,2.0,14.0,21.0,30.0,11.0,15.0,4950.0,1.0,93.5
10571,18.0,1.0,1.0,14.0,3.0,6.0,33.0,24.0,1350.0,1.0,73.5
65456,39.0,1.0,2.0,10.0,24.0,45.0,22.0,9.0,1350.0,0.0,68.5
101910,57.0,1.0,2.0,6.0,42.0,21.0,66.0,39.0,450.0,0.0,75.5
2218,18.0,0.0,0.0,26.0,30.0,6.0,22.0,36.0,6750.0,0.0,94.5
52129,33.0,1.0,4.0,22.0,24.0,6.0,22.0,12.0,6300.0,1.0,84.5
66269,39.0,1.0,2.0,26.0,21.0,9.0,55.0,36.0,1350.0,1.0,76.5
92547,57.0,0.0,2.0,2.0,18.0,27.0,33.0,39.0,3600.0,0.0,80.0
36496,33.0,0.0,0.0,10.0,42.0,9.0,77.0,0.0,900.0,1.0,62.5
65938,39.0,1.0,2.0,22.0,6.0,18.0,66.0,27.0,4500.0,0.0,91.5
87687,51.0,1.0,4.0,6.0,21.0,33.0,66.0,9.0,5400.0,0.0,80.5
43130,33.0,0.0,4.0,18.0,6.0,33.0,44.0,21.0,4950.0,1.0,90.5
39777,33.0,0.0,2.0,14.0,3.0,24.0,66.0,42.0,1350.0,1.0,79.5
67782,39.0,1.0,3.0,18.0,18.0,18.0,66.0,30.0,900.0,1.0,79.5
15275,18.0,1.0,3.0,26.0,45.0,45.0,55.0,48.0,450.0,0.0,85.5
14816,18.0,1.0,3.0,22.0,24.0,0.0,0.0,30.0,6300.0,1.0,94.5
78119,51.0,0.0,4.0,2.0,36.0,45.0,77.0,6.0,2700.0,1.0,73.0
32895,21.0,1.0,3.0,14.0,9.0,3.0,44.0,48.0,0.0,0.0,73.5
40987,33.0,0.0,3.0,2.0,48.0,6.0,11.0,36.0,2250.0,0.0,77.0
80432,51.0,1.0,0.0,6.0,12.0,9.0,55.0,45.0,4050.0,0.0,81.5
94285,57.0,0.0,3.0,2.0,39.0,33.0,11.0,33.0,1350.0,0.0,68.0
22647,21.0,0.0,2.0,26.0,39.0,3.0,22.0,0.0,6300.0,1.0,84.5
60694,39.0,0.0,4.0,14.0,33.0,33.0,55.0,27.0,4050.0,0.0,100.5
63254,39.0,1.0,0.0,26.0,15.0,42.0,0.0,27.0,2700.0,0.0,97.5
76475,51.0,0.0,3.0,10.0,12.0,21.0,99.0,15.0,6750.0,0.0,80.5
88380,51.0,1.0,4.0,18.0,21.0,15.0,99.0,24.0,0.0,1.0,79.5
42446,33.0,0.0,4.0,2.0,12.0,42.0,55.0,18.0,3150.0,0.0,73.0
30304,21.0,1.0,2.0,2.0,27.0,33.0,99.0,15.0,6750.0,0.0,79.0
91568,57.0,0.0,1.0,10.0,3.0,45.0,44.0,39.0,5850.0,0.0,87.5
89875,57.0,0.0,0.0,14.0,6.0,42.0,44.0,15.0,1800.0,1.0,75.5
107540,57.0,1.0,4.0,26.0,18.0,9.0,44.0,6.0,4050.0,0.0,81.5
91985,57.0,0.0,1.0,18.0,0.0,45.0,33.0,39.0,6300.0,0.0,94.5
49367,33.0,1.0,3.0,10.0,39.0,18.0,11.0,0.0,450.0,1.0,65.5
82553,51.0,1.0,1.0,10.0,24.0,33.0,66.0,12.0,2250.0,1.0,83.5
103238,57.0,1.0,2.0,26.0,21.0,15.0,88.0,9.0,5850.0,1.0,84.5
56476,39.0,0.0,2.0,2.0,27.0,48.0,11.0,6.0,900.0,1.0,58.0
11904,18.0,1.0,2.0,2.0,45.0,42.0,77.0,27.0,450.0,1.0,68.0
73182,51.0,0.0,1.0,18.0,15.0,42.0,11.0,27.0,1800.0,1.0,82.5
35711,33.0,0.0,0.0,2.0,48.0,21.0,0.0,15.0,0.0,1.0,61.0
104624,57.0,1.0,3.0,14.0,27.0,39.0,88.0,33.0,3150.0,0.0,100.5
36655,33.0,0.0,0.0,14.0,3.0,24.0,33.0,33.0,2250.0,1.0,94.5
82993,51.0,1.0,1.0,14.0,33.0,12.0,99.0,9.0,5850.0,0.0,84.5
73826,51.0,0.0,1.0,26.0,33.0,12.0,11.0,3.0,1350.0,1.0,69.5
69130,39.0,1.0,4.0,10.0,45.0,33.0,77.0,3.0,5850.0,0.0,83.5
52906,39.0,0.0,0.0,2.0,18.0,21.0,77.0,0.0,6300.0,0.0,67.0
56986,39.0,0.0,2.0,10.0,18.0,6.0,66.0,0.0,4050.0,1.0,74.5
102127,57.0,1.0,2.0,10.0,42.0,15.0,22.0,6.0,2250.0,1.0,80.5
36666,33.0,0.0,0.0,14.0,3.0,24.0,88.0,48.0,3600.0,1.0,94.5
72000,51.0,0.0,1.0,2.0,12.0,3.0,55.0,27.0,2700.0,1.0,71.0
96135,57.0,0.0,4.0,14.0,9.0,0.0,11.0,45.0,2250.0,0.0,88.5
30317,21.0,1.0,2.0,2.0,27.0,36.0,22.0,42.0,1350.0,0.0,68.0
73452,51.0,0.0,1.0,22.0,24.0,9.0,88.0,36.0,1800.0,0.0,79.5
18943,21.0,0.0,0.0,22.0,0.0,42.0,22.0,0.0,900.0,0.0,69.5
74340,51.0,0.0,2.0,6.0,6.0,3.0,11.0,21.0,2250.0,0.0,77.5
74442,51.0,0.0,2.0,6.0,33.0,42.0,88.0,39.0,1350.0,1.0,78.5
60862,39.0,0.0,4.0,14.0,42.0,24.0,66.0,27.0,6300.0,0.0,100.5
9775,18.0,1.0,1.0,2.0,9.0,12.0,11.0,21.0,6300.0,0.0,67.0
101022,57.0,1.0,1.0,22.0,21.0,27.0,66.0,3.0,900.0,1.0,72.5
74892,51.0,0.0,2.0,14.0,15.0,48.0,11.0,42.0,4050.0,0.0,97.5
97129,57.0,0.0,4.0,18.0,48.0,39.0,33.0,33.0,4050.0,1.0,100.5
100333,57.0,1.0,1.0,10.0,3.0,18.0,77.0,33.0,900.0,1.0,69.5
48771,33.0,1.0,2.0,26.0,27.0,27.0,66.0,24.0,1800.0,1.0,85.5
62254,39.0,1.0,0.0,10.0,21.0,21.0,77.0,24.0,2250.0,0.0,87.5
44655,33.0,1.0,0.0,18.0,21.0,21.0,22.0,12.0,1350.0,0.0,69.5
914,18.0,0.0,0.0,10.0,12.0,21.0,0.0,27.0,4050.0,0.0,84.5
91444,57.0,0.0,1.0,6.0,24.0,45.0,55.0,21.0,4050.0,0.0,89.5
2876,18.0,0.0,1.0,14.0,18.0,39.0,0.0,48.0,900.0,0.0,82.5
15840,18.0,1.0,4.0,10.0,15.0,45.0,22.0,18.0,4950.0,1.0,86.5
32150,21.0,1.0,3.0,2.0,12.0,48.0,0.0,0.0,4050.0,1.0,67.0
68456,39.0,1.0,4.0,2.0,39.0,3.0,99.0,27.0,450.0,1.0,62.0
69068,39.0,1.0,4.0,10.0,45.0,15.0,77.0,39.0,5400.0,0.0,90.5
104991,57.0,1.0,3.0,22.0,27.0,3.0,33.0,27.0,6750.0,0.0,94.5
54260,39.0,0.0,0.0,22.0,24.0,12.0,11.0,9.0,2700.0,1.0,84.5
29101,21.0,1.0,1.0,14.0,18.0,39.0,88.0,21.0,900.0,0.0,78.5
59222,39.0,0.0,3.0,18.0,45.0,3.0,11.0,21.0,2700.0,0.0,90.5
26080,21.0,0.0,4.0,18.0,15.0,18.0,44.0,33.0,5850.0,1.0,94.5
54925,39.0,0.0,1.0,10.0,3.0,45.0,33.0,30.0,4500.0,0.0,87.5
54957,39.0,0.0,1.0,10.0,9.0,0.0,66.0,18.0,2700.0,1.0,77.5
56801,39.0,0.0,2.0,10.0,0.0,24.0,66.0,33.0,6750.0,1.0,87.5
73492,51.0,0.0,1.0,22.0,27.0,27.0,0.0,12.0,6750.0,0.0,90.5
78133,51.0,0.0,4.0,2.0,39.0,9.0,66.0,42.0,2250.0,0.0,77.0
84648,51.0,1.0,2.0,14.0,45.0,9.0,22.0,21.0,2250.0,0.0,90.5
60189,39.0,0.0,4.0,10.0,9.0,18.0,0.0,39.0,900.0,1.0,69.5
2705,18.0,0.0,1.0,10.0,24.0,27.0,33.0,21.0,2700.0,0.0,89.5
106809,57.0,1.0,4.0,10.0,39.0,6.0,0.0,27.0,5850.0,1.0,87.5
47339,33.0,1.0,2.0,6.0,6.0,12.0,33.0,36.0,4950.0,0.0,81.5
15460,18.0,1.0,4.0,2.0,12.0,18.0,11.0,36.0,3150.0,0.0,74.0
19302,21.0,0.0,0.0,26.0,42.0,3.0,66.0,39.0,5850.0,0.0,94.5
26220,21.0,0.0,4.0,22.0,15.0,27.0,11.0,12.0,2700.0,1.0,87.5
70548,51.0,0.0,0.0,2.0,48.0,0.0,77.0,6.0,4950.0,1.0,67.0
86425,51.0,1.0,3.0,18.0,21.0,33.0,44.0,36.0,2700.0,1.0,97.5
30232,21.0,1.0,2.0,2.0,21.0,42.0,33.0,48.0,1350.0,0.0,65.0
73378,51.0,0.0,1.0,22.0,3.0,27.0,22.0,9.0,1800.0,1.0,69.5
55401,39.0,0.0,1.0,14.0,6.0,12.0,55.0,33.0,6300.0,0.0,88.5
61737,39.0,1.0,0.0,2.0,27.0,3.0,0.0,30.0,0.0,0.0,62.0
61603,39.0,0.0,4.0,26.0,42.0,45.0,0.0,12.0,1350.0,1.0,75.5
7702,18.0,0.0,4.0,14.0,48.0,9.0,22.0,9.0,3150.0,0.0,84.5
6553,18.0,0.0,3.0,22.0,39.0,48.0,55.0,0.0,4500.0,1.0,90.5
15169,18.0,1.0,3.0,26.0,36.0,30.0,77.0,24.0,1800.0,1.0,85.5
80110,51.0,1.0,0.0,2.0,33.0,18.0,22.0,27.0,1350.0,0.0,65.0
54524,39.0,0.0,1.0,2.0,12.0,36.0,55.0,45.0,4500.0,1.0,77.0
43402,33.0,0.0,4.0,22.0,21.0,45.0,99.0,45.0,6750.0,1.0,97.5
68599,39.0,1.0,4.0,6.0,33.0,0.0,33.0,39.0,900.0,1.0,72.5
86792,51.0,1.0,3.0,22.0,30.0,39.0,0.0,6.0,4950.0,0.0,90.5
76970,51.0,0.0,3.0,14.0,12.0,42.0,77.0,0.0,2250.0,0.0,84.5
13882,18.0,1.0,3.0,6.0,45.0,0.0,22.0,15.0,6300.0,1.0,83.5
43261,33.0,0.0,4.0,18.0,21.0,18.0,77.0,18.0,4950.0,1.0,90.5
20295,21.0,0.0,1.0,18.0,9.0,39.0,88.0,9.0,4500.0,0.0,84.5
102626,57.0,1.0,2.0,18.0,45.0,15.0,77.0,36.0,4500.0,1.0,97.5
12766,18.0,1.0,2.0,18.0,12.0,18.0,33.0,0.0,3600.0,0.0,81.5
92158,57.0,0.0,1.0,22.0,39.0,9.0,0.0,21.0,450.0,1.0,75.5
5011,18.0,0.0,2.0,26.0,18.0,9.0,0.0,30.0,450.0,0.0,76.5
31152,21.0,1.0,2.0,14.0,30.0,9.0,55.0,27.0,2700.0,1.0,94.5
103047,57.0,1.0,2.0,26.0,6.0,21.0,22.0,0.0,3600.0,1.0,81.5
58396,39.0,0.0,3.0,10.0,6.0,45.0,44.0,45.0,3150.0,1.0,87.5
25786,21.0,0.0,4.0,14.0,18.0,27.0,11.0,18.0,4050.0,0.0,93.5
107351,57.0,1.0,4.0,22.0,39.0,12.0,44.0,3.0,3600.0,0.0,84.5
75359,51.0,0.0,2.0,22.0,0.0,48.0,99.0,39.0,3150.0,0.0,94.5
94440,57.0,0.0,3.0,6.0,33.0,39.0,22.0,39.0,2700.0,1.0,93.5
85194,51.0,1.0,2.0,26.0,12.0,21.0,88.0,39.0,2250.0,0.0,91.5
31827,21.0,1.0,2.0,26.0,0.0,36.0,55.0,9.0,3150.0,0.0,84.5
55160,39.0,0.0,1.0,10.0,21.0,48.0,88.0,3.0,6750.0,1.0,80.5
3448,18.0,0.0,1.0,26.0,33.0,0.0,33.0,48.0,450.0,1.0,79.5
82985,51.0,1.0,1.0,14.0,33.0,12.0,44.0,24.0,3600.0,1.0,94.5
102619,57.0,1.0,2.0,18.0,45.0,3.0,66.0,42.0,3150.0,0.0,94.5
90164,57.0,0.0,0.0,18.0,33.0,18.0,66.0,9.0,4050.0,1.0,87.5
28533,21.0,1.0,1.0,2.0,21.0,6.0,88.0,48.0,1350.0,1.0,59.0
84623,51.0,1.0,2.0,14.0,36.0,36.0,22.0,42.0,4950.0,1.0,100.5
45426,33.0,1.0,1.0,2.0,15.0,21.0,22.0,21.0,4500.0,0.0,73.0
106326,57.0,1.0,4.0,6.0,36.0,33.0,99.0,30.0,3150.0,0.0,93.5
30909,21.0,1.0,2.0,10.0,24.0,18.0,22.0,3.0,0.0,0.0,65.5
5759,18.0,0.0,3.0,10.0,30.0,21.0,22.0,0.0,5400.0,0.0,80.5
80209,51.0,1.0,0.0,2.0,42.0,18.0,55.0,15.0,4950.0,1.0,76.0
53931,39.0,0.0,0.0,14.0,42.0,30.0,44.0,33.0,3150.0,0.0,100.5
19857,21.0,0.0,1.0,6.0,42.0,42.0,77.0,33.0,2250.0,0.0,93.5
40055,33.0,0.0,2.0,18.0,30.0,24.0,99.0,3.0,1350.0,1.0,75.5
93048,57.0,0.0,2.0,10.0,42.0,9.0,66.0,15.0,900.0,0.0,68.5
27867,21.0,1.0,0.0,18.0,15.0,48.0,99.0,9.0,4050.0,1.0,87.5
10306,18.0,1.0,1.0,6.0,33.0,27.0,0.0,45.0,3150.0,1.0,93.5
15041,18.0,1.0,3.0,26.0,0.0,36.0,33.0,18.0,5400.0,1.0,90.5
73965,51.0,0.0,1.0,26.0,36.0,15.0,99.0,6.0,3150.0,1.0,87.5
3185,18.0,0.0,1.0,18.0,24.0,33.0,33.0,36.0,5400.0,0.0,100.5
26280,21.0,0.0,4.0,22.0,21.0,3.0,66.0,12.0,0.0,0.0,66.5
59011,39.0,0.0,3.0,14.0,33.0,36.0,11.0,27.0,900.0,1.0,85.5
10358,18.0,1.0,1.0,10.0,6.0,33.0,99.0,6.0,1350.0,0.0,62.5
13088,18.0,1.0,2.0,26.0,3.0,45.0,22.0,39.0,3150.0,0.0,94.5
33089,21.0,1.0,3.0,14.0,18.0,24.0,66.0,39.0,900.0,0.0,82.5
50174,33.0,1.0,3.0,22.0,24.0,42.0,33.0,9.0,3150.0,1.0,90.5
45345,33.0,1.0,1.0,2.0,6.0,6.0,33.0,3.0,1800.0,1.0,46.0
98775,57.0,1.0,0.0,14.0,12.0,33.0,11.0,30.0,2250.0,0.0,94.5
23119,21.0,0.0,3.0,10.0,3.0,6.0,55.0,36.0,3600.0,0.0,81.5
43957,33.0,1.0,0.0,2.0,36.0,21.0,66.0,3.0,1800.0,1.0,55.0
26898,21.0,1.0,0.0,6.0,12.0,21.0,66.0,24.0,2700.0,0.0,84.5
90833,57.0,0.0,0.0,26.0,48.0,6.0,66.0,27.0,6750.0,1.0,94.5
43571,33.0,0.0,4.0,26.0,0.0,24.0,0.0,21.0,1350.0,1.0,75.5
26125,21.0,0.0,4.0,18.0,24.0,0.0,66.0,24.0,6300.0,0.0,94.5
52127,33.0,1.0,4.0,22.0,24.0,6.0,11.0,30.0,4950.0,1.0,94.5
74716,51.0,0.0,2.0,10.0,45.0,18.0,99.0,45.0,3150.0,0.0,90.5
67202,39.0,1.0,3.0,10.0,9.0,48.0,55.0,24.0,1800.0,1.0,72.5
32271,21.0,1.0,3.0,2.0,48.0,27.0,11.0,30.0,4950.0,0.0,83.0
66714,39.0,1.0,3.0,2.0,48.0,27.0,22.0,42.0,900.0,0.0,68.0
28253,21.0,1.0,0.0,26.0,0.0,33.0,77.0,6.0,4050.0,0.0,84.5
77075,51.0,0.0,3.0,14.0,33.0,9.0,0.0,12.0,0.0,1.0,69.5
29412,21.0,1.0,1.0,18.0,3.0,21.0,55.0,21.0,2250.0,1.0,87.5
25904,21.0,0.0,4.0,14.0,36.0,15.0,11.0,36.0,900.0,1.0,82.5
14837,18.0,1.0,3.0,22.0,24.0,12.0,99.0,18.0,2700.0,1.0,90.5
91680,57.0,0.0,1.0,10.0,9.0,33.0,88.0,48.0,900.0,0.0,72.5
74979,51.0,0.0,2.0,18.0,0.0,48.0,22.0,42.0,4050.0,0.0,94.5
32599,21.0,1.0,3.0,10.0,0.0,15.0,0.0,9.0,6750.0,0.0,74.5
52322,33.0,1.0,4.0,22.0,42.0,45.0,99.0,33.0,900.0,0.0,85.5
91991,57.0,0.0,1.0,18.0,9.0,0.0,33.0,0.0,6300.0,0.0,78.5
11670,18.0,1.0,1.0,26.0,33.0,48.0,11.0,0.0,1350.0,1.0,75.5
90533,57.0,0.0,0.0,22.0,39.0,18.0,22.0,0.0,0.0,1.0,72.5
90877,57.0,0.0,0.0,26.0,48.0,45.0,55.0,48.0,450.0,1.0,85.5
51907,33.0,1.0,4.0,18.0,33.0,48.0,11.0,3.0,3600.0,0.0,90.5
45195,33.0,1.0,0.0,26.0,27.0,9.0,66.0,0.0,1350.0,1.0,69.5
59193,39.0,0.0,3.0,18.0,39.0,18.0,99.0,6.0,6750.0,0.0,87.5
76454,51.0,0.0,3.0,10.0,9.0,45.0,99.0,33.0,5400.0,1.0,87.5
45800,33.0,1.0,1.0,6.0,33.0,21.0,55.0,36.0,450.0,0.0,75.5
73024,51.0,0.0,1.0,14.0,36.0,21.0,0.0,0.0,3150.0,1.0,87.5
105889,57.0,1.0,4.0,6.0,3.0,27.0,66.0,18.0,6300.0,1.0,83.5
47620,33.0,1.0,2.0,6.0,48.0,18.0,11.0,48.0,900.0,1.0,75.5
92702,57.0,0.0,2.0,6.0,6.0,21.0,55.0,33.0,4050.0,1.0,84.5
105794,57.0,1.0,4.0,2.0,36.0,21.0,66.0,0.0,3600.0,0.0,70.0
56607,39.0,0.0,2.0,6.0,27.0,42.0,55.0,15.0,1800.0,0.0,74.5
85005,51.0,1.0,2.0,22.0,24.0,42.0,33.0,12.0,450.0,1.0,75.5
36679,33.0,0.0,0.0,14.0,3.0,36.0,77.0,18.0,5400.0,1.0,90.5
40166,33.0,0.0,2.0,18.0,45.0,15.0,11.0,6.0,900.0,0.0,72.5
33493,21.0,1.0,3.0,18.0,45.0,33.0,77.0,24.0,450.0,1.0,85.5
48266,33.0,1.0,2.0,18.0,18.0,33.0,22.0,30.0,450.0,1.0,82.5
29735,21.0,1.0,1.0,22.0,39.0,6.0,55.0,21.0,4500.0,0.0,90.5
55989,39.0,0.0,1.0,22.0,39.0,33.0,11.0,18.0,0.0,1.0,81.5
10110,18.0,1.0,1.0,6.0,9.0,0.0,77.0,42.0,5850.0,1.0,81.5
8001,18.0,0.0,4.0,22.0,45.0,21.0,44.0,24.0,3150.0,1.0,97.5
23338,21.0,0.0,3.0,14.0,33.0,0.0,22.0,33.0,3600.0,1.0,94.5
